Unnamed: 0,id,age,income,trip_frequency,travel_distance,g_per_km,trip_cost,travel_distance_exp,emissions_exp,age_exp,income_exp,gender_Male,reason_comfort,reason_safety,reason_travel time,reason_trip cost,reason_trip distance,reason_trip origin,status_Students,location_On campus,mode_transportation_Private,mode_transportation_Public Transport,mode_transportation_Taxi,mode_transportation_Walking,purpose_study,purpose_work,infrastructure_adequacy_yes,adoption_yes,adjusted_emissions
315,316,<=20,≤20k,7,<=20,0.0,0,17,0.0,19,17,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,0.0
316,317,26-50,61k–80k,5,21-40,116.0,330,25,136.0,41,71,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,136.0
317,318,<=20,≤20k,4,41-60,0.0,0,42,0.0,19,4,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,0.0
318,319,51+,41k–60k,5,41-60,18.6,100,52,18.0,67,49,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,18.0
319,320,26-50,>100k,2,80+,116.0,1100,98,108.0,44,107,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,108.0
320,321,26-50,61k–80k,7,<=20,116.0,270,5,163.0,36,61,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,163.0
321,322,26-50,>100k,3,21-40,18.6,60,36,19.0,34,128,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,19.0
322,323,51+,41k–60k,7,80+,18.6,200,96,15.0,64,48,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,15.0
323,324,26-50,61k–80k,1,21-40,116.0,1920,33,116.0,36,75,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,116.0
324,325,26-50,41k–60k,7,80+,173.0,1100,97,187.0,35,47,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,187.0
325,326,26-50,81k-100k,5,<=20,173.0,110,9,121.0,30,85,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,121.0
326,327,<=20,21k–40k,7,80+,18.6,200,86,27.0,24,25,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,27.0
327,328,26-50,41k–60k,5,21-40,116.0,1920,30,165.0,26,47,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,165.0
328,329,<=20,41k–60k,5,<=20,116.0,270,6,112.0,22,53,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,49.666666666666664
329,330,51+,41k–60k,1,80+,18.6,200,84,16.0,61,47,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,16.0
330,331,<=20,21k–40k,4,<=20,18.6,20,18,16.0,24,21,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,16.0
331,332,<=20,41k–60k,3,<=20,18.6,20,1,26.0,24,57,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,51.333333333333336
332,333,26-50,81k-100k,4,<=20,173.0,110,14,120.0,37,93,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,120.0
333,334,26-50,>100k,1,41-60,173.0,550,52,119.0,46,112,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,119.0
334,335,26-50,41k–60k,4,80+,173.0,1100,87,104.0,35,58,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,50.666666666666664
335,336,26-50,≤20k,1,<=20,50.0,30,2,116.0,27,10,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,116.0
336,337,26-50,41k–60k,5,21-40,18.6,60,31,12.0,47,46,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,12.0
337,338,26-50,61k–80k,2,<=20,116.0,110,8,105.0,34,65,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,44.0
338,339,26-50,81k-100k,1,41-60,116.0,550,50,187.0,36,99,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,187.0
339,340,26-50,≤20k,4,<=20,18.6,20,6,23.0,49,2,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,23.0
340,341,26-50,61k–80k,5,<=20,18.6,20,16,22.0,45,75,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,22.0
341,342,<=20,≤20k,2,<=20,18.6,20,7,26.0,22,1,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,26.0
342,343,26-50,41k–60k,7,21-40,50.0,90,39,61.0,47,55,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,61.0
343,344,51+,61k–80k,1,80+,18.6,200,91,25.0,61,67,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,37.666666666666664
344,345,51+,61k–80k,6,21-40,173.0,330,33,152.0,52,64,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,152.0
345,346,26-50,81k-100k,4,<=20,18.6,20,19,18.0,40,96,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,37.0
346,347,26-50,41k–60k,5,21-40,18.6,60,24,16.0,39,41,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,16.0
347,348,51+,81k-100k,7,61-80,18.6,140,63,20.0,55,95,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,20.0
348,349,26-50,41k–60k,1,<=20,18.6,20,18,15.0,30,54,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,15.0
349,350,26-50,41k–60k,3,<=20,116.0,270,8,125.0,35,56,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,125.0
350,351,26-50,61k–80k,5,<=20,116.0,110,17,168.0,45,73,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,168.0
351,352,26-50,81k-100k,7,41-60,18.6,100,54,27.0,41,95,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,27.0
352,353,26-50,41k–60k,5,21-40,18.6,60,24,19.0,42,49,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,19.0
353,354,51+,41k–60k,2,21-40,18.6,60,30,17.0,52,55,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,56.0
354,355,26-50,61k–80k,7,<=20,116.0,270,14,155.0,35,61,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,155.0
355,356,26-50,41k–60k,7,21-40,18.6,60,28,25.0,29,59,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,25.0
356,357,26-50,21k–40k,7,80+,116.0,5770,95,153.0,38,24,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,153.0
357,358,26-50,81k-100k,2,<=20,18.6,20,4,18.0,38,95,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,46.0
358,359,26-50,41k–60k,7,80+,116.0,1100,83,111.0,33,43,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,111.0
359,360,<=20,≤20k,7,21-40,18.6,60,26,25.0,22,11,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,47.0
360,361,26-50,21k–40k,5,<=20,18.6,20,7,14.0,49,34,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,True,50.333333333333336
361,362,51+,41k–60k,7,21-40,18.6,60,28,21.0,61,54,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,21.0
362,363,51+,61k–80k,7,80+,116.0,1100,85,188.0,57,64,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,188.0
363,364,51+,41k–60k,1,21-40,116.0,330,23,154.0,58,57,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,154.0
364,365,<=20,21k–40k,2,80+,18.6,200,88,22.0,20,34,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,22.0
365,366,26-50,41k–60k,4,<=20,116.0,270,4,133.0,30,43,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,133.0
366,367,26-50,21k–40k,1,21-40,0.0,0,38,0.0,37,25,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,0.0
367,368,26-50,61k–80k,4,61-80,116.0,4120,71,134.0,27,76,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,134.0
368,369,<=20,≤20k,3,80+,18.6,200,96,19.0,19,5,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,19.0
369,370,<=20,21k–40k,7,21-40,18.6,60,31,17.0,22,34,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,17.0
370,371,<=20,≤20k,7,41-60,18.6,100,58,15.0,18,5,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,15.0
371,372,51+,61k–80k,1,<=20,18.6,20,14,23.0,51,67,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,23.0
372,373,<=20,≤20k,1,<=20,18.6,20,6,25.0,18,13,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,56.333333333333336
373,374,26-50,41k–60k,4,<=20,18.6,20,7,27.0,28,44,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,27.0
374,375,51+,>100k,3,<=20,173.0,110,12,162.0,57,101,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,162.0
375,376,26-50,81k-100k,1,<=20,50.0,30,1,71.0,26,98,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,71.0
376,377,26-50,41k–60k,7,21-40,18.6,60,21,12.0,45,48,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,38.0
377,378,26-50,81k-100k,7,80+,116.0,1100,84,164.0,28,93,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,33.666666666666664
378,379,26-50,≤20k,3,41-60,18.6,100,55,17.0,33,14,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,40.0
379,380,51+,>100k,1,21-40,18.6,60,39,21.0,53,111,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,21.0
380,381,26-50,≤20k,2,80+,116.0,5770,91,117.0,33,19,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,117.0
381,382,<=20,≤20k,7,<=20,116.0,270,3,137.0,24,14,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,137.0
382,383,26-50,61k–80k,3,21-40,18.6,60,22,14.0,30,61,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,37.0
383,384,51+,61k–80k,5,41-60,116.0,3020,44,131.0,53,73,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,131.0
384,385,51+,61k–80k,7,<=20,116.0,110,1,117.0,53,66,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,117.0
385,386,26-50,41k–60k,2,41-60,18.6,100,44,14.0,27,55,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,14.0
386,387,26-50,81k-100k,6,<=20,173.0,110,19,131.0,49,93,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,131.0
387,388,26-50,≤20k,7,<=20,116.0,270,4,145.0,26,8,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,True,37.0
388,389,26-50,41k–60k,3,<=20,18.6,20,16,18.0,47,42,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,18.0
389,390,26-50,≤20k,7,80+,18.6,200,85,14.0,26,7,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,45.333333333333336
390,391,26-50,21k–40k,3,41-60,116.0,3020,42,132.0,31,27,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,132.0
391,392,26-50,>100k,7,21-40,0.0,0,21,0.0,37,104,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,0.0
392,393,26-50,61k–80k,6,21-40,173.0,330,27,175.0,36,79,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,175.0
393,394,<=20,21k–40k,3,21-40,18.6,60,26,14.0,24,34,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,14.0
394,395,26-50,81k-100k,4,21-40,173.0,330,29,137.0,34,86,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,137.0
395,396,51+,61k–80k,3,21-40,18.6,60,31,15.0,61,69,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,15.0
396,397,<=20,21k–40k,3,<=20,18.6,20,11,26.0,22,22,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,38.333333333333336
397,398,<=20,≤20k,1,41-60,18.6,100,55,18.0,24,17,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,18.0
398,399,<=20,≤20k,5,<=20,18.6,20,15,18.0,20,8,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,18.0
399,400,<=20,≤20k,6,<=20,116.0,270,19,114.0,21,16,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,114.0
400,401,<=20,21k–40k,2,61-80,18.6,140,63,15.0,21,25,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,15.0
401,402,26-50,61k–80k,5,41-60,18.6,100,57,15.0,42,72,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,39.666666666666664
402,403,<=20,≤20k,3,21-40,0.0,0,27,0.0,23,17,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,0.0
403,404,26-50,41k–60k,2,21-40,173.0,330,36,150.0,40,44,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,150.0
404,405,51+,>100k,1,21-40,173.0,330,34,182.0,64,141,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,182.0
405,406,26-50,41k–60k,7,41-60,116.0,3020,53,166.0,28,47,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,166.0
406,407,26-50,41k–60k,7,41-60,18.6,100,59,12.0,27,53,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,12.0
407,408,<=20,≤20k,7,21-40,18.6,60,39,12.0,23,17,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,12.0
408,409,26-50,>100k,2,80+,116.0,5770,85,111.0,37,115,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,37.666666666666664
409,410,26-50,>100k,1,80+,18.6,200,88,12.0,46,110,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,12.0
410,411,26-50,21k–40k,1,21-40,18.6,60,30,22.0,26,36,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,22.0
411,412,26-50,21k–40k,6,21-40,0.0,0,31,0.0,33,22,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,0.0
412,413,26-50,41k–60k,7,21-40,18.6,60,37,19.0,38,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,19.0
413,414,26-50,>100k,1,<=20,0.0,0,17,0.0,30,133,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.0
414,415,51+,41k–60k,7,<=20,18.6,20,12,12.0,66,43,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,43.666666666666664
415,416,51+,41k–60k,7,21-40,18.6,60,32,14.0,52,41,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,47.666666666666664
416,417,26-50,41k–60k,4,80+,173.0,1100,86,90.0,41,41,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,42.666666666666664
417,418,<=20,≤20k,3,21-40,0.0,0,39,0.0,24,9,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,0.0
418,419,26-50,81k-100k,4,61-80,18.6,140,74,26.0,33,95,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,26.0
419,420,<=20,≤20k,7,<=20,50.0,30,7,68.0,19,17,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,68.0
420,421,<=20,41k–60k,3,21-40,18.6,60,31,25.0,18,51,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,25.0
421,422,26-50,61k–80k,7,<=20,116.0,270,3,129.0,39,70,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,38.333333333333336
422,423,26-50,41k–60k,7,21-40,116.0,330,32,153.0,36,50,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,153.0
423,424,26-50,61k–80k,7,21-40,18.6,60,29,25.0,26,71,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,54.0
424,425,51+,61k–80k,7,21-40,116.0,330,26,184.0,61,61,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,184.0
425,426,51+,81k-100k,7,21-40,173.0,330,32,177.0,61,96,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,177.0
426,427,<=20,≤20k,7,<=20,50.0,30,10,93.0,20,3,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,93.0
427,428,26-50,≤20k,6,21-40,18.6,60,26,15.0,30,13,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,15.0
428,429,<=20,≤20k,7,<=20,18.6,20,6,22.0,19,17,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,49.0
429,430,51+,61k–80k,7,80+,173.0,1100,86,153.0,69,61,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,153.0
430,431,26-50,>100k,7,<=20,18.6,20,17,17.0,39,135,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,51.333333333333336
431,432,26-50,41k–60k,3,<=20,18.6,20,1,22.0,33,45,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,43.666666666666664
432,433,26-50,81k-100k,7,61-80,173.0,770,75,186.0,45,81,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,186.0
433,434,26-50,61k–80k,5,80+,18.6,200,94,17.0,27,71,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,17.0
434,435,26-50,≤20k,6,41-60,18.6,100,45,20.0,36,9,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,20.0
435,436,<=20,41k–60k,7,<=20,116.0,270,6,145.0,24,55,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,145.0
436,437,26-50,61k–80k,1,<=20,173.0,110,7,146.0,35,69,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,146.0
437,438,26-50,41k–60k,7,80+,18.6,200,91,18.0,46,51,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,18.0
438,439,26-50,41k–60k,3,61-80,173.0,770,72,157.0,28,48,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,157.0
439,440,<=20,≤20k,1,21-40,0.0,0,34,0.0,20,2,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,0.0
440,441,26-50,81k-100k,7,<=20,116.0,110,13,161.0,29,83,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,161.0
441,442,51+,61k–80k,7,<=20,116.0,110,13,173.0,68,63,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,173.0
442,443,26-50,41k–60k,3,<=20,0.0,0,6,0.0,32,55,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,0.0
443,444,51+,41k–60k,1,21-40,116.0,1920,23,154.0,52,46,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,35.666666666666664
444,445,26-50,41k–60k,7,<=20,18.6,20,7,24.0,32,53,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,37.0
445,446,51+,41k–60k,3,80+,116.0,5770,91,141.0,53,56,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,141.0
446,447,<=20,≤20k,3,<=20,18.6,20,6,24.0,22,17,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,48.333333333333336
447,448,26-50,>100k,5,41-60,116.0,550,55,100.0,27,132,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,100.0
448,449,26-50,61k–80k,7,<=20,116.0,270,6,104.0,27,75,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,104.0
449,450,51+,41k–60k,4,21-40,116.0,1920,37,134.0,52,46,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,134.0
450,451,51+,81k-100k,3,<=20,116.0,110,8,141.0,60,98,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,141.0
451,452,51+,81k-100k,7,61-80,116.0,770,72,145.0,66,91,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,145.0
452,453,51+,41k–60k,3,21-40,18.6,60,35,16.0,56,59,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,16.0
453,454,51+,81k-100k,1,<=20,116.0,110,15,139.0,59,87,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,139.0
454,455,51+,41k–60k,5,61-80,18.6,140,72,16.0,61,42,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,16.0
455,456,<=20,≤20k,7,21-40,18.6,60,26,26.0,23,3,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,26.0
456,457,26-50,41k–60k,3,80+,173.0,1100,86,146.0,31,56,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,146.0
457,458,<=20,≤20k,1,80+,18.6,200,90,27.0,18,8,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,34.0
458,459,26-50,61k–80k,6,80+,116.0,5770,83,140.0,26,64,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,140.0
459,460,26-50,41k–60k,7,<=20,116.0,270,9,109.0,36,54,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,109.0
460,461,26-50,41k–60k,6,<=20,116.0,270,7,162.0,39,50,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,53.666666666666664
461,462,26-50,81k-100k,5,80+,18.6,200,82,18.0,28,86,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,18.0
462,463,51+,>100k,7,21-40,18.6,60,34,21.0,61,148,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,21.0
463,464,26-50,21k–40k,4,<=20,116.0,270,9,107.0,49,35,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,107.0
464,465,26-50,41k–60k,6,61-80,173.0,770,67,135.0,28,41,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,135.0
465,466,26-50,41k–60k,7,<=20,18.6,20,3,21.0,29,45,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,21.0
466,467,<=20,≤20k,1,41-60,18.6,100,53,19.0,22,14,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,19.0
467,468,<=20,≤20k,2,61-80,18.6,140,76,23.0,19,5,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,23.0
468,469,51+,61k–80k,7,61-80,173.0,770,61,115.0,61,64,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,115.0
469,470,26-50,61k–80k,7,<=20,116.0,270,8,116.0,30,73,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,33.333333333333336
470,471,26-50,81k-100k,7,21-40,116.0,330,23,136.0,40,94,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,136.0
471,472,51+,61k–80k,7,21-40,18.6,60,29,14.0,61,64,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,14.0
472,473,26-50,≤20k,1,21-40,18.6,60,23,13.0,41,3,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,13.0
473,474,26-50,41k–60k,7,<=20,116.0,270,8,138.0,28,50,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,36.333333333333336
474,475,51+,61k–80k,5,21-40,18.6,60,32,24.0,55,65,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,24.0
475,476,26-50,41k–60k,3,21-40,116.0,330,32,93.0,33,55,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,39.666666666666664
476,477,26-50,41k–60k,7,21-40,18.6,60,32,27.0,39,47,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,38.666666666666664
477,478,26-50,61k–80k,3,61-80,173.0,770,70,162.0,38,75,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,162.0
478,479,26-50,41k–60k,3,21-40,18.6,60,27,18.0,45,58,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,18.0
479,480,26-50,41k–60k,6,<=20,116.0,110,12,101.0,41,57,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,101.0
480,481,<=20,21k–40k,7,41-60,18.6,100,49,15.0,22,27,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,15.0
481,482,26-50,81k-100k,7,21-40,50.0,90,34,65.0,49,92,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,65.0
482,483,51+,41k–60k,5,21-40,18.6,60,39,13.0,61,51,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,13.0
483,484,26-50,41k–60k,5,41-60,18.6,100,50,12.0,34,57,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,12.0
484,485,<=20,21k–40k,3,<=20,18.6,20,7,23.0,23,33,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,23.0
485,486,51+,41k–60k,4,21-40,116.0,1920,29,169.0,64,44,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,169.0
486,487,<=20,≤20k,7,80+,116.0,5770,86,133.0,21,3,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,53.333333333333336
487,488,51+,41k–60k,2,80+,173.0,1100,83,171.0,59,43,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,171.0
488,489,26-50,41k–60k,7,21-40,18.6,60,29,12.0,43,56,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,45.0
489,490,26-50,81k-100k,7,41-60,116.0,550,58,175.0,44,94,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,175.0
490,491,<=20,21k–40k,5,61-80,18.6,140,72,13.0,22,38,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,13.0
491,492,26-50,41k–60k,7,80+,173.0,1100,91,182.0,32,53,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,182.0
492,493,26-50,41k–60k,1,21-40,116.0,1920,37,120.0,31,54,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,120.0
493,494,26-50,41k–60k,5,21-40,18.6,60,31,18.0,37,48,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,18.0
494,495,26-50,41k–60k,7,21-40,116.0,330,21,153.0,33,43,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,43.666666666666664
495,496,26-50,>100k,6,<=20,18.6,20,11,26.0,49,139,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,26.0
496,497,26-50,61k–80k,6,<=20,50.0,30,9,93.0,46,64,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,93.0
497,498,<=20,≤20k,2,61-80,116.0,4120,66,137.0,22,6,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,137.0
498,499,<=20,21k–40k,7,61-80,116.0,4120,79,132.0,19,22,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,132.0
499,500,26-50,81k-100k,7,80+,116.0,1100,96,160.0,28,86,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,160.0
500,501,26-50,81k-100k,1,<=20,18.6,20,14,23.0,32,97,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,23.0
